Local time,Open,High,Low,Close,Volume
23.10.2006 21:45:00.000 GMT+0530,1.25475,1.25503,1.25432,1.25484,0.1241033999999995
23.10.2006 22:00:00.000 GMT+0530,1.25490,1.25526,1.25453,1.25471,0.0934845999999999
23.10.2006 22:15:00.000 GMT+0530,1.25462,1.25500,1.25418,1.25444,0.07372330000000003
24.10.2006 07:30:00.000 GMT+0530,1.25420,1.25429,1.25360,1.25394,0.013085
24.10.2006 07:45:00.000 GMT+0530,1.25390,1.25444,1.25367,1.25426,0.0094418
24.10.2006 08:00:00.000 GMT+0530,1.25433,1.25446,1.25376,1.25403,0.0116957
24.10.2006 08:15:00.000 GMT+0530,1.25424,1.25430,1.25377,1.25407,0.011984200000000002
24.10.2006 08:30:00.000 GMT+0530,1.25398,1.25443,1.25380,1.25428,0.011326500000000005
24.10.2006 08:45:00.000 GMT+0530,1.25423,1.25453,1.25374,1.25383,0.011837800000000002
24.10.2006 09:00:00.000 GMT+0530,1.25432,1.25441,1.25367,1.25413,0.012204300000000003
24.10.2006 09:15:00.000 GMT+0530,1.25405,1.25432,1.25378,1.25399,0.012164
24.10.2006 09:30:00.000 GMT+0530,1.25410,1.25435,1.25375,1.25404,0.011967699999999993
24.10.2006 09:45:00.000 GMT+0530,1.25404,1.25437,1.25378,1.25418,0.011982399999999994
24.10.2006 10:00:00.000 GMT+0530,1.25418,1.25440,1.25386,1.25416,0.010876799999999999
24.10.2006 10:15:00.000 GMT+0530,1.25417,1.25446,1.25388,1.25424,0.011979700000000006
24.10.2006 10:30:00.000 GMT+0530,1.25431,1.25451,1.25383,1.25423,0.0126067
24.10.2006 10:45:00.000 GMT+0530,1.25421,1.25446,1.25382,1.25420,0.011678100000000004
24.10.2006 11:00:00.000 GMT+0530,1.25439,1.25458,1.25389,1.25401,0.012775399999999996
24.10.2006 11:15:00.000 GMT+0530,1.25407,1.25411,1.25299,1.25312,0.010929300000000006
24.10.2006 16:30:00.000 GMT+0530,1.25365,1.25384,1.25307,1.25377,0.011945799999999994
24.10.2006 16:45:00.000 GMT+0530,1.25370,1.25391,1.25319,1.25346,0.01143470000000001
24.10.2006 17:00:00.000 GMT+0530,1.25358,1.25457,1.25335,1.25457,0.011012899999999999
24.10.2006 17:15:00.000 GMT+0530,1.25467,1.25470,1.25417,1.25447,0.010453199999999996
24.10.2006 17:30:00.000 GMT+0530,1.25437,1.25456,1.25370,1.25381,0.011493199999999999
24.10.2006 17:45:00.000 GMT+0530,1.25382,1.25417,1.25370,1.25397,0.0114334
24.10.2006 18:00:00.000 GMT+0530,1.25407,1.25425,1.25365,1.25401,0.01094450000000001
24.10.2006 18:15:00.000 GMT+0530,1.25399,1.25443,1.25371,1.25431,0.012492699999999997
24.10.2006 18:30:00.000 GMT+0530,1.25418,1.25430,1.25347,1.25389,0.011042100000000001
24.10.2006 18:45:00.000 GMT+0530,1.25387,1.25394,1.25338,1.25357,0.010667699999999999
24.10.2006 19:00:00.000 GMT+0530,1.25355,1.25392,1.25307,1.25347,0.012644999999999998
24.10.2006 19:15:00.000 GMT+0530,1.25357,1.25385,1.25319,1.25368,0.011725800000000003
24.10.2006 19:30:00.000 GMT+0530,1.25382,1.25428,1.25321,1.25389,0.012784600000000007
24.10.2006 19:45:00.000 GMT+0530,1.25377,1.25406,1.25318,1.25391,0.010524700000000001
24.10.2006 20:00:00.000 GMT+0530,1.25400,1.25427,1.25361,1.25404,0.011664599999999997
24.10.2006 20:15:00.000 GMT+0530,1.25397,1.25463,1.25373,1.25443,0.011346500000000004
24.10.2006 20:30:00.000 GMT+0530,1.25421,1.25579,1.25395,1.25529,0.009884400000000003
24.10.2006 20:45:00.000 GMT+0530,1.25534,1.25667,1.25524,1.25619,0.011287500000000004
24.10.2006 21:00:00.000 GMT+0530,1.25613,1.25729,1.25597,1.25682,0.011842200000000016
24.10.2006 21:15:00.000 GMT+0530,1.25687,1.25699,1.25603,1.25622,0.011493099999999987
25.10.2006 02:30:00.000 GMT+0530,1.25472,1.25579,1.25472,1.25552,0.012588200000000003
25.10.2006 02:45:00.000 GMT+0530,1.25550,1.25578,1.25495,1.25541,0.010356399999999991
25.10.2006 03:00:00.000 GMT+0530,1.25517,1.25555,1.25472,1.25504,0.011605400000000009
25.10.2006 03:15:00.000 GMT+0530,1.25526,1.25557,1.25464,1.25511,0.0119928
25.10.2006 03:30:00.000 GMT+0530,1.25537,1.25551,1.25468,1.25522,0.011670599999999996
25.10.2006 03:45:00.000 GMT+0530,1.25514,1.25561,1.25491,1.25547,0.011798000000000006
25.10.2006 04:00:00.000 GMT+0530,1.25547,1.25570,1.25510,1.25556,0.01291040000000001
25.10.2006 04:15:00.000 GMT+0530,1.25555,1.25594,1.25526,1.25541,0.01291840000000001
25.10.2006 04:30:00.000 GMT+0530,1.25550,1.25608,1.25519,1.25572,0.014205299999999997
25.10.2006 04:45:00.000 GMT+0530,1.25576,1.25609,1.25526,1.25549,0.011390899999999999
25.10.2006 05:00:00.000 GMT+0530,1.25539,1.25572,1.25500,1.25551,0.012564200000000001
25.10.2006 05:15:00.000 GMT+0530,1.25535,1.25583,1.25529,1.25560,0.012095299999999996
26.10.2006 19:30:00.000 GMT+0530,1.26559,1.26690,1.26510,1.26649,0.0127695
26.10.2006 19:45:00.000 GMT+0530,1.26648,1.26663,1.26585,1.26651,0.012171599999999994
26.10.2006 20:00:00.000 GMT+0530,1.26641,1.26751,1.26636,1.26719,0.0103292
26.10.2006 20:15:00.000 GMT+0530,1.26714,1.26733,1.26646,1.26677,0.011944100000000001
31.10.2006 00:30:00.000 GMT+0530,1.27234,1.27284,1.27201,1.27260,0.05057890000000011
31.10.2006 00:45:00.000 GMT+0530,1.27274,1.27281,1.27214,1.27257,0.04721250000000004
31.10.2006 01:00:00.000 GMT+0530,1.27247,1.27263,1.27202,1.27240,0.032967399999999966
31.10.2006 01:15:00.000 GMT+0530,1.27243,1.27273,1.27228,1.27260,0.028369199999999983
31.10.2006 01:30:00.000 GMT+0530,1.27268,1.27280,1.27223,1.27254,0.025767599999999977
31.10.2006 01:45:00.000 GMT+0530,1.27241,1.27289,1.27233,1.27266,0.02068589999999997
31.10.2006 02:00:00.000 GMT+0530,1.27259,1.27297,1.27223,1.27297,0.02722870000000002
31.10.2006 02:15:00.000 GMT+0530,1.27282,1.27292,1.27214,1.27272,0.019785199999999992
31.10.2006 02:30:00.000 GMT+0530,1.27219,1.27322,1.27189,1.27291,0.011500900000000005
31.10.2006 02:45:00.000 GMT+0530,1.27310,1.27324,1.27244,1.27263,0.01061550000000001
31.10.2006 03:00:00.000 GMT+0530,1.27270,1.27283,1.27203,1.27226,0.012359800000000004
31.10.2006 03:15:00.000 GMT+0530,1.27251,1.27273,1.27192,1.27198,0.012592100000000009
02.11.2006 08:30:00.000 GMT+0530,1.27493,1.27541,1.27466,1.27508,0.0103902
02.11.2006 08:45:00.000 GMT+0530,1.27524,1.27533,1.27488,1.27515,0.0123537
02.11.2006 09:00:00.000 GMT+0530,1.27520,1.27547,1.27466,1.27510,0.013074399999999993
02.11.2006 09:15:00.000 GMT+0530,1.27510,1.27543,1.27488,1.27508,0.012244899999999994
02.11.2006 09:30:00.000 GMT+0530,1.27525,1.27540,1.27487,1.27520,0.012457600000000008
02.11.2006 09:45:00.000 GMT+0530,1.27512,1.27537,1.27459,1.27496,0.01217130000000001
02.11.2006 10:00:00.000 GMT+0530,1.27505,1.27533,1.27469,1.27523,0.010983000000000008
02.11.2006 10:15:00.000 GMT+0530,1.27527,1.27553,1.27488,1.27529,0.012471400000000002
02.11.2006 10:30:00.000 GMT+0530,1.27532,1.27538,1.27484,1.27516,0.011166500000000003
02.11.2006 10:45:00.000 GMT+0530,1.27518,1.27535,1.27455,1.27486,0.010097699999999992
02.11.2006 11:00:00.000 GMT+0530,1.27489,1.27537,1.27465,1.27520,0.011084100000000005
02.11.2006 11:15:00.000 GMT+0530,1.27513,1.27544,1.27480,1.27518,0.011482099999999995
02.11.2006 11:30:00.000 GMT+0530,1.27532,1.27623,1.27509,1.27617,0.011367300000000004
02.11.2006 11:45:00.000 GMT+0530,1.27614,1.27622,1.27564,1.27582,0.012813799999999998
02.11.2006 12:00:00.000 GMT+0530,1.27564,1.27606,1.27543,1.27560,0.012462500000000007
02.11.2006 12:15:00.000 GMT+0530,1.27550,1.27568,1.27449,1.27492,0.012117399999999993
02.11.2006 18:30:00.000 GMT+0530,1.27663,1.27720,1.27622,1.27660,0.009974499999999994
02.11.2006 18:45:00.000 GMT+0530,1.27650,1.27738,1.27640,1.27734,0.011767900000000008
02.11.2006 19:00:00.000 GMT+0530,1.27731,1.27757,1.27579,1.27663,0.011343400000000007
02.11.2006 19:15:00.000 GMT+0530,1.27671,1.27694,1.27603,1.27603,0.011119900000000005
02.11.2006 19:30:00.000 GMT+0530,1.27600,1.27662,1.27577,1.27593,0.012741299999999995
02.11.2006 19:45:00.000 GMT+0530,1.27595,1.27654,1.27575,1.27629,0.011135499999999994
02.11.2006 20:00:00.000 GMT+0530,1.27635,1.27728,1.27627,1.27664,0.011121999999999995
02.11.2006 20:15:00.000 GMT+0530,1.27644,1.27703,1.27624,1.27688,0.011066699999999987
03.11.2006 04:30:00.000 GMT+0530,1.27762,1.27784,1.27708,1.27753,0.013277000000000002
03.11.2006 04:45:00.000 GMT+0530,1.27749,1.27781,1.27719,1.27752,0.0113241
03.11.2006 05:00:00.000 GMT+0530,1.27748,1.27794,1.27727,1.27766,0.010904099999999998
03.11.2006 05:15:00.000 GMT+0530,1.27756,1.27805,1.27728,1.27759,0.011919299999999997
03.11.2006 06:30:00.000 GMT+0530,1.27746,1.27774,1.27706,1.27749,0.012757800000000005
03.11.2006 06:45:00.000 GMT+0530,1.27748,1.27772,1.27720,1.27756,0.012887500000000007
03.11.2006 07:00:00.000 GMT+0530,1.27738,1.27774,1.27716,1.27758,0.013423200000000001
03.11.2006 07:15:00.000 GMT+0530,1.27760,1.27770,1.27712,1.27729,0.012168100000000003
03.11.2006 08:30:00.000 GMT+0530,1.27736,1.27777,1.27722,1.27770,0.011707599999999992
03.11.2006 08:45:00.000 GMT+0530,1.27765,1.27791,1.27735,1.27763,0.011294999999999996
03.11.2006 09:00:00.000 GMT+0530,1.27758,1.27781,1.27722,1.27752,0.0133904
03.11.2006 09:15:00.000 GMT+0530,1.27743,1.27781,1.27720,1.27745,0.011550499999999991
03.11.2006 14:30:00.000 GMT+0530,1.27708,1.27751,1.27681,1.27710,0.011663599999999998
03.11.2006 14:45:00.000 GMT+0530,1.27704,1.27734,1.27671,1.27678,0.011033700000000006
03.11.2006 15:00:00.000 GMT+0530,1.27712,1.27780,1.27701,1.27725,0.011031599999999996
03.11.2006 15:15:00.000 GMT+0530,1.27737,1.27772,1.27727,1.27757,0.010984899999999999
03.11.2006 16:30:00.000 GMT+0530,1.27707,1.27741,1.27681,1.27722,0.011611599999999998
03.11.2006 16:45:00.000 GMT+0530,1.27732,1.27757,1.27691,1.27727,0.011948299999999993
03.11.2006 17:00:00.000 GMT+0530,1.27723,1.27750,1.27698,1.27741,0.0112101
03.11.2006 17:15:00.000 GMT+0530,1.27747,1.27767,1.27697,1.27736,0.011869799999999991
03.11.2006 18:30:00.000 GMT+0530,1.27696,1.27703,1.27541,1.27576,0.010428899999999998
03.11.2006 18:45:00.000 GMT+0530,1.27580,1.27689,1.27566,1.27675,0.012781300000000004
03.11.2006 19:00:00.000 GMT+0530,1.27597,1.27710,1.26939,1.26954,0.01222110000000001
03.11.2006 19:15:00.000 GMT+0530,1.26912,1.27016,1.26845,1.26854,0.011880500000000004
03.11.2006 20:30:00.000 GMT+0530,1.27045,1.27097,1.26825,1.27052,0.010003500000000004
03.11.2006 20:45:00.000 GMT+0530,1.27050,1.27059,1.26943,1.26987,0.011839199999999998
03.11.2006 21:00:00.000 GMT+0530,1.26987,1.26996,1.26931,1.26940,0.011945800000000006
03.11.2006 21:15:00.000 GMT+0530,1.26949,1.27028,1.26914,1.27028,0.011479299999999996
03.11.2006 21:30:00.000 GMT+0530,1.27020,1.27068,1.26976,1.27003,0.1583651999999994
03.11.2006 21:45:00.000 GMT+0530,1.27015,1.27033,1.26959,1.27001,0.12460929999999978
03.11.2006 22:00:00.000 GMT+0530,1.27000,1.27064,1.26971,1.26998,0.08699109999999972
03.11.2006 22:15:00.000 GMT+0530,1.26999,1.27058,1.26990,1.27031,0.07227859999999987
04.11.2006 00:30:00.000 GMT+0530,1.27117,1.27151,1.27068,1.27099,0.05121170000000005
04.11.2006 00:45:00.000 GMT+0530,1.27114,1.27162,1.27064,1.27148,0.04428929999999996
04.11.2006 01:00:00.000 GMT+0530,1.27152,1.27183,1.27126,1.27166,0.030834699999999972
04.11.2006 01:15:00.000 GMT+0530,1.27148,1.27188,1.27105,1.27145,0.030178199999999957
04.11.2006 01:30:00.000 GMT+0530,1.27141,1.27175,1.27093,1.27163,0.026220899999999953
04.11.2006 01:45:00.000 GMT+0530,1.27136,1.27179,1.27109,1.27132,0.021957800000000017
04.11.2006 02:00:00.000 GMT+0530,1.27136,1.27181,1.27082,1.27136,0.02699369999999999
04.11.2006 02:15:00.000 GMT+0530,1.27127,1.27164,1.27085,1.27136,0.020876399999999986
06.11.2006 04:30:00.000 GMT+0530,1.27147,1.27173,1.27109,1.27141,0.012564699999999995
06.11.2006 04:45:00.000 GMT+0530,1.27147,1.27175,1.27103,1.27137,0.012067999999999995
06.11.2006 05:00:00.000 GMT+0530,1.27123,1.27153,1.27099,1.27112,0.012380700000000008
06.11.2006 05:15:00.000 GMT+0530,1.27115,1.27171,1.27084,1.27156,0.010683999999999985
07.11.2006 00:30:00.000 GMT+0530,1.27192,1.27227,1.27156,1.27207,0.04629470000000002
07.11.2006 00:45:00.000 GMT+0530,1.27207,1.27230,1.27157,1.27221,0.04492040000000001
07.11.2006 01:00:00.000 GMT+0530,1.27206,1.27233,1.27153,1.27190,0.03134729999999997
07.11.2006 01:15:00.000 GMT+0530,1.27203,1.27252,1.27167,1.27177,0.029877899999999968
07.11.2006 01:30:00.000 GMT+0530,1.27188,1.27232,1.27176,1.27209,0.02765359999999997
07.11.2006 01:45:00.000 GMT+0530,1.27191,1.27229,1.27161,1.27189,0.020815800000000006
07.11.2006 02:00:00.000 GMT+0530,1.27181,1.27212,1.27158,1.27193,0.026207999999999974
07.11.2006 02:15:00.000 GMT+0530,1.27184,1.27206,1.27139,1.27181,0.021904599999999993
07.11.2006 02:30:00.000 GMT+0530,1.27178,1.27239,1.27136,1.27226,0.0099
07.11.2006 02:45:00.000 GMT+0530,1.27223,1.27258,1.27143,1.27200,0.011257799999999995
07.11.2006 03:00:00.000 GMT+0530,1.27200,1.27217,1.27128,1.27195,0.012091299999999996
07.11.2006 03:15:00.000 GMT+0530,1.27206,1.27245,1.27179,1.27194,0.012136499999999998
08.11.2006 05:30:00.000 GMT+0530,1.27755,1.27791,1.27726,1.27759,0.012198399999999991
08.11.2006 05:45:00.000 GMT+0530,1.27759,1.27805,1.27730,1.27734,0.01153660000000001
08.11.2006 06:00:00.000 GMT+0530,1.27740,1.27755,1.27679,1.27705,0.011283800000000004
08.11.2006 06:15:00.000 GMT+0530,1.27722,1.27755,1.27691,1.27735,0.011941800000000004
08.11.2006 06:30:00.000 GMT+0530,1.27727,1.27787,1.27711,1.27770,0.012956699999999986
08.11.2006 06:45:00.000 GMT+0530,1.27762,1.27829,1.27735,1.27786,0.011958900000000007
08.11.2006 07:00:00.000 GMT+0530,1.27793,1.27815,1.27727,1.27740,0.012875500000000007
08.11.2006 07:15:00.000 GMT+0530,1.27755,1.27786,1.27711,1.27752,0.011978999999999995
08.11.2006 07:30:00.000 GMT+0530,1.27761,1.27778,1.27725,1.27752,0.014189599999999998
08.11.2006 07:45:00.000 GMT+0530,1.27745,1.27774,1.27707,1.27749,0.011058499999999999
08.11.2006 08:00:00.000 GMT+0530,1.27762,1.27799,1.27727,1.27776,0.01175539999999999
08.11.2006 08:15:00.000 GMT+0530,1.27763,1.27777,1.27689,1.27689,0.012058100000000013
08.11.2006 08:30:00.000 GMT+0530,1.27690,1.27731,1.27670,1.27700,0.010975000000000009
08.11.2006 08:45:00.000 GMT+0530,1.27719,1.27725,1.27674,1.27697,0.012225799999999998
08.11.2006 09:00:00.000 GMT+0530,1.27698,1.27749,1.27667,1.27715,0.01379990000000001
08.11.2006 09:15:00.000 GMT+0530,1.27722,1.27755,1.27679,1.27730,0.011868699999999998
08.11.2006 14:30:00.000 GMT+0530,1.27863,1.27960,1.27830,1.27934,0.011601099999999991
08.11.2006 14:45:00.000 GMT+0530,1.27934,1.28059,1.27929,1.28015,0.011098600000000002
08.11.2006 15:00:00.000 GMT+0530,1.28039,1.28056,1.27992,1.27998,0.011348800000000006
08.11.2006 15:15:00.000 GMT+0530,1.28006,1.28030,1.27976,1.27976,0.011166299999999999
09.11.2006 00:30:00.000 GMT+0530,1.27711,1.27741,1.27674,1.27688,0.05035620000000001
09.11.2006 00:45:00.000 GMT+0530,1.27704,1.27706,1.27605,1.27663,0.04666640000000006
09.11.2006 01:00:00.000 GMT+0530,1.27637,1.27701,1.27613,1.27701,0.03226909999999998
09.11.2006 01:15:00.000 GMT+0530,1.27695,1.27735,1.27665,1.27711,0.030404099999999958
09.11.2006 01:30:00.000 GMT+0530,1.27710,1.27729,1.27653,1.27687,0.026682700000000007
09.11.2006 01:45:00.000 GMT+0530,1.27698,1.27720,1.27639,1.27665,0.021812299999999986
09.11.2006 02:00:00.000 GMT+0530,1.27670,1.27691,1.27635,1.27643,0.026376699999999996
09.11.2006 02:15:00.000 GMT+0530,1.27635,1.27675,1.27528,1.27548,0.020864399999999984
09.11.2006 02:30:00.000 GMT+0530,1.27554,1.27600,1.27525,1.27539,0.010905499999999999
09.11.2006 02:45:00.000 GMT+0530,1.27543,1.27637,1.27488,1.27581,0.0113986
09.11.2006 03:00:00.000 GMT+0530,1.27562,1.27592,1.27536,1.27551,0.012951199999999989
09.11.2006 03:15:00.000 GMT+0530,1.27553,1.27571,1.27524,1.27541,0.0110203
09.11.2006 03:30:00.000 GMT+0530,1.27543,1.27584,1.27527,1.27561,0.0109099
09.11.2006 03:45:00.000 GMT+0530,1.27578,1.27594,1.27538,1.27556,0.012524800000000006
09.11.2006 04:00:00.000 GMT+0530,1.27558,1.27597,1.27537,1.27591,0.011925900000000007
09.11.2006 04:15:00.000 GMT+0530,1.27573,1.27609,1.27549,1.27557,0.01250200000000001
09.11.2006 08:30:00.000 GMT+0530,1.27574,1.27596,1.27528,1.27534,0.011046499999999996
09.11.2006 08:45:00.000 GMT+0530,1.27575,1.27619,1.27552,1.27591,0.011325300000000003
09.11.2006 09:00:00.000 GMT+0530,1.27598,1.27615,1.27537,1.27542,0.013622100000000005
09.11.2006 09:15:00.000 GMT+0530,1.27558,1.27611,1.27555,1.27575,0.011569799999999991
09.11.2006 09:30:00.000 GMT+0530,1.27593,1.27622,1.27552,1.27582,0.0114198
09.11.2006 09:45:00.000 GMT+0530,1.27598,1.27640,1.27573,1.27631,0.013074699999999993
09.11.2006 10:00:00.000 GMT+0530,1.27637,1.27651,1.27594,1.27605,0.011686700000000001
09.11.2006 10:15:00.000 GMT+0530,1.27615,1.27675,1.27585,1.27665,0.0116362
09.11.2006 10:30:00.000 GMT+0530,1.27663,1.27698,1.27635,1.27656,0.010625799999999998
09.11.2006 10:45:00.000 GMT+0530,1.27643,1.27662,1.27594,1.27616,0.010637600000000004
09.11.2006 11:00:00.000 GMT+0530,1.27640,1.27666,1.27605,1.27628,0.012336999999999999
09.11.2006 11:15:00.000 GMT+0530,1.27601,1.27653,1.27594,1.27606,0.011892099999999992
09.11.2006 11:30:00.000 GMT+0530,1.27619,1.27656,1.27580,1.27620,0.011559499999999992
09.11.2006 11:45:00.000 GMT+0530,1.27620,1.27648,1.27582,1.27593,0.011923499999999997
09.11.2006 12:00:00.000 GMT+0530,1.27601,1.27652,1.27565,1.27604,0.013005300000000004
09.11.2006 12:15:00.000 GMT+0530,1.27620,1.27648,1.27564,1.27577,0.011157499999999999
09.11.2006 12:30:00.000 GMT+0530,1.27586,1.27651,1.27554,1.27639,0.012804200000000003
09.11.2006 12:45:00.000 GMT+0530,1.27626,1.27750,1.27612,1.27738,0.011204099999999991
09.11.2006 13:00:00.000 GMT+0530,1.27743,1.27753,1.27695,1.27705,0.011760400000000002
09.11.2006 13:15:00.000 GMT+0530,1.27729,1.27839,1.27699,1.27822,0.0108114
09.11.2006 19:30:00.000 GMT+0530,1.27686,1.27764,1.27662,1.27685,0.01214950000000001
09.11.2006 19:45:00.000 GMT+0530,1.27682,1.27779,1.27672,1.27766,0.010214900000000002
09.11.2006 20:00:00.000 GMT+0530,1.27760,1.27848,1.27723,1.27839,0.01069030000000001
09.11.2006 20:15:00.000 GMT+0530,1.27828,1.27905,1.27791,1.27877,0.012499600000000001
09.11.2006 20:30:00.000 GMT+0530,1.27865,1.28121,1.27857,1.28058,0.0121174
09.11.2006 20:45:00.000 GMT+0530,1.28069,1.28084,1.27971,1.28024,0.011610899999999997
09.11.2006 21:00:00.000 GMT+0530,1.28022,1.28038,1.27943,1.27956,0.012317599999999984
09.11.2006 21:15:00.000 GMT+0530,1.27970,1.27987,1.27900,1.27924,0.011217400000000013
13.11.2006 16:30:00.000 GMT+0530,1.28379,1.28391,1.28304,1.28315,0.010885200000000008
13.11.2006 16:45:00.000 GMT+0530,1.28319,1.28359,1.28295,1.28359,0.013174099999999998
13.11.2006 17:00:00.000 GMT+0530,1.28351,1.28361,1.28287,1.28355,0.011333100000000002
