Local time,Open,High,Low,Close,Volume
18.10.2021 07:30:00.000 GMT+0530,1.15905,1.15922,1.15902,1.15908,0.00043793999999999946
18.10.2021 07:45:00.000 GMT+0530,1.15907,1.15941,1.15907,1.15929,0.00021610000000000013
18.10.2021 08:00:00.000 GMT+0530,1.15929,1.15933,1.15906,1.15922,0.0006659599999999996
18.10.2021 08:15:00.000 GMT+0530,1.15924,1.15937,1.15897,1.15907,0.00034804000000000004
18.10.2021 08:30:00.000 GMT+0530,1.15908,1.15917,1.15873,1.15873,0.0003944399999999991
18.10.2021 08:45:00.000 GMT+0530,1.15875,1.15882,1.15837,1.15837,0.0006303699999999985
18.10.2021 09:00:00.000 GMT+0530,1.15836,1.15838,1.15819,1.15834,0.00044474999999999864
18.10.2021 09:15:00.000 GMT+0530,1.15833,1.15836,1.15812,1.15818,0.0006593799999999986
18.10.2021 12:30:00.000 GMT+0530,1.15759,1.15826,1.15748,1.15825,0.0009712399999999956
18.10.2021 12:45:00.000 GMT+0530,1.15823,1.15828,1.15786,1.15793,0.0008749399999999964
18.10.2021 13:00:00.000 GMT+0530,1.15793,1.15882,1.15786,1.15881,0.0009976599999999968
18.10.2021 13:15:00.000 GMT+0530,1.15880,1.15933,1.15839,1.15927,0.0009102099999999955
19.10.2021 08:30:00.000 GMT+0530,1.16424,1.16426,1.16395,1.16409,0.00029451
19.10.2021 08:45:00.000 GMT+0530,1.16409,1.16410,1.16395,1.16396,0.00012302999999999997
19.10.2021 09:00:00.000 GMT+0530,1.16395,1.16457,1.16391,1.16455,0.00040054999999999903
19.10.2021 09:15:00.000 GMT+0530,1.16454,1.16466,1.16439,1.16466,0.00025897999999999953
20.10.2021 16:30:00.000 GMT+0530,1.16337,1.16362,1.16326,1.16351,0.000670929999999998
20.10.2021 16:45:00.000 GMT+0530,1.16351,1.16351,1.16274,1.16282,0.0009124699999999966
20.10.2021 17:00:00.000 GMT+0530,1.16283,1.16322,1.16281,1.16299,0.0004499799999999991
20.10.2021 17:15:00.000 GMT+0530,1.16299,1.16305,1.16222,1.16228,0.0009825199999999965
20.10.2021 17:30:00.000 GMT+0530,1.16228,1.16257,1.16216,1.16237,0.0011062700000000003
20.10.2021 17:45:00.000 GMT+0530,1.16236,1.16323,1.16232,1.16320,0.0009753099999999941
20.10.2021 18:00:00.000 GMT+0530,1.16320,1.16404,1.16315,1.16390,0.001493040000000005
20.10.2021 18:15:00.000 GMT+0530,1.16391,1.16428,1.16382,1.16385,0.0015243400000000047
20.10.2021 18:30:00.000 GMT+0530,1.16386,1.16423,1.16360,1.16418,0.0009310699999999965
20.10.2021 18:45:00.000 GMT+0530,1.16417,1.16421,1.16377,1.16396,0.0010393299999999974
20.10.2021 19:00:00.000 GMT+0530,1.16395,1.16465,1.16359,1.16438,0.0017403100000000222
20.10.2021 19:15:00.000 GMT+0530,1.16436,1.16481,1.16392,1.16478,0.001373610000000011
20.10.2021 19:30:00.000 GMT+0530,1.16478,1.16483,1.16428,1.16450,0.0014360400000000043
20.10.2021 19:45:00.000 GMT+0530,1.16451,1.16485,1.16446,1.16478,0.0009729699999999947
20.10.2021 20:00:00.000 GMT+0530,1.16479,1.16499,1.16442,1.16460,0.0011580100000000027
