Local time,Open,High,Low,Close,Volume
20.10.2006 22:30:00.000 GMT+0530,1.26140,1.26156,1.26121,1.26137,0.01644
20.10.2006 22:35:00.000 GMT+0530,1.26141,1.26150,1.26098,1.26131,0.02956769999999995
20.10.2006 22:40:00.000 GMT+0530,1.26138,1.26152,1.26083,1.26126,0.011816099999999998
20.10.2006 22:45:00.000 GMT+0530,1.26142,1.26169,1.26112,1.26130,0.017518499999999985
20.10.2006 22:50:00.000 GMT+0530,1.26145,1.26171,1.26111,1.26150,0.016274300000000002
20.10.2006 22:55:00.000 GMT+0530,1.26153,1.26189,1.26121,1.26172,0.012983800000000002
20.10.2006 23:00:00.000 GMT+0530,1.26151,1.26179,1.26130,1.26148,0.02561090000000003
20.10.2006 23:05:00.000 GMT+0530,1.26138,1.26169,1.26091,1.26116,0.015381199999999989
20.10.2006 23:10:00.000 GMT+0530,1.26114,1.26134,1.26092,1.26116,0.013513599999999995
20.10.2006 23:15:00.000 GMT+0530,1.26111,1.26132,1.26051,1.26118,0.013430200000000005
20.10.2006 23:20:00.000 GMT+0530,1.26123,1.26149,1.26076,1.26100,0.009395599999999994
20.10.2006 23:25:00.000 GMT+0530,1.26116,1.26145,1.26085,1.26098,0.022958799999999974
20.10.2006 23:30:00.000 GMT+0530,1.26116,1.26137,1.26096,1.26120,0.0103066
20.10.2006 23:35:00.000 GMT+0530,1.26110,1.26142,1.26088,1.26134,0.010618100000000002
20.10.2006 23:40:00.000 GMT+0530,1.26124,1.26143,1.26091,1.26125,0.01118670000000001
20.10.2006 23:45:00.000 GMT+0530,1.26132,1.26189,1.26091,1.26164,0.011445599999999998
20.10.2006 23:50:00.000 GMT+0530,1.26172,1.26207,1.26134,1.26164,0.008869099999999994
20.10.2006 23:55:00.000 GMT+0530,1.26154,1.26176,1.26117,1.26162,0.0153335
21.10.2006 00:00:00.000 GMT+0530,1.26162,1.26163,1.26104,1.26139,0.03632679999999999
21.10.2006 00:05:00.000 GMT+0530,1.26144,1.26177,1.26118,1.26149,0.02220319999999999
21.10.2006 00:10:00.000 GMT+0530,1.26133,1.26168,1.26118,1.26144,0.015718300000000008
21.10.2006 00:15:00.000 GMT+0530,1.26149,1.26173,1.26115,1.26163,0.016934700000000007
21.10.2006 00:20:00.000 GMT+0530,1.26162,1.26197,1.26131,1.26183,0.02731029999999998
21.10.2006 00:25:00.000 GMT+0530,1.26168,1.26212,1.26146,1.26196,0.03426119999999995
23.10.2006 06:30:00.000 GMT+0530,1.26149,1.26190,1.26122,1.26133,0.004261399999999998
23.10.2006 06:35:00.000 GMT+0530,1.26129,1.26142,1.26092,1.26117,0.003503899999999998
23.10.2006 06:40:00.000 GMT+0530,1.26115,1.26131,1.26100,1.26121,0.004213899999999997
23.10.2006 06:45:00.000 GMT+0530,1.26125,1.26134,1.26083,1.26106,0.003928600000000001
23.10.2006 06:50:00.000 GMT+0530,1.26112,1.26137,1.26092,1.26125,0.0043325
23.10.2006 06:55:00.000 GMT+0530,1.26127,1.26133,1.26090,1.26108,0.004431099999999998
23.10.2006 07:00:00.000 GMT+0530,1.26112,1.26141,1.26093,1.26103,0.004036500000000001
23.10.2006 07:05:00.000 GMT+0530,1.26108,1.26142,1.26095,1.26109,0.0038859999999999984
23.10.2006 07:10:00.000 GMT+0530,1.26108,1.26127,1.26083,1.26107,0.0046008
23.10.2006 07:15:00.000 GMT+0530,1.26094,1.26116,1.26079,1.26090,0.0036905
23.10.2006 07:20:00.000 GMT+0530,1.26083,1.26119,1.26058,1.26086,0.003945700000000001
23.10.2006 07:25:00.000 GMT+0530,1.26092,1.26107,1.26061,1.26079,0.0038142000000000007
23.10.2006 07:30:00.000 GMT+0530,1.26090,1.26118,1.26076,1.26114,0.004797699999999998
23.10.2006 07:35:00.000 GMT+0530,1.26118,1.26140,1.26075,1.26127,0.004337200000000002
23.10.2006 07:40:00.000 GMT+0530,1.26129,1.26141,1.26085,1.26104,0.003894400000000001
23.10.2006 07:45:00.000 GMT+0530,1.26096,1.26140,1.26086,1.26123,0.003692800000000001
23.10.2006 07:50:00.000 GMT+0530,1.26111,1.26159,1.26101,1.26138,0.0034911
23.10.2006 07:55:00.000 GMT+0530,1.26134,1.26143,1.26076,1.26087,0.0039108
23.10.2006 08:00:00.000 GMT+0530,1.26107,1.26122,1.26080,1.26114,0.0044812
23.10.2006 08:05:00.000 GMT+0530,1.26115,1.26120,1.26083,1.26095,0.0047773
23.10.2006 08:10:00.000 GMT+0530,1.26095,1.26139,1.26068,1.26125,0.003621800000000001
23.10.2006 08:15:00.000 GMT+0530,1.26130,1.26137,1.26093,1.26101,0.004393700000000001
23.10.2006 08:20:00.000 GMT+0530,1.26125,1.26138,1.26076,1.26088,0.0035617
23.10.2006 08:25:00.000 GMT+0530,1.26107,1.26134,1.26090,1.26123,0.0041122
23.10.2006 08:30:00.000 GMT+0530,1.26116,1.26139,1.26099,1.26132,0.0034219000000000003
23.10.2006 08:35:00.000 GMT+0530,1.26129,1.26155,1.26101,1.26144,0.0047531000000000006
23.10.2006 08:40:00.000 GMT+0530,1.26135,1.26153,1.26105,1.26129,0.0038569
23.10.2006 08:45:00.000 GMT+0530,1.26122,1.26168,1.26103,1.26141,0.0036855
23.10.2006 08:50:00.000 GMT+0530,1.26126,1.26162,1.26114,1.26143,0.005159799999999997
23.10.2006 08:55:00.000 GMT+0530,1.26143,1.26174,1.26122,1.26151,0.0034949000000000017
23.10.2006 09:00:00.000 GMT+0530,1.26138,1.26160,1.26106,1.26106,0.004310199999999998
23.10.2006 09:05:00.000 GMT+0530,1.26148,1.26162,1.26114,1.26117,0.004165500000000001
23.10.2006 09:10:00.000 GMT+0530,1.26144,1.26151,1.26104,1.26123,0.003842700000000001
23.10.2006 09:15:00.000 GMT+0530,1.26133,1.26151,1.26108,1.26125,0.003455100000000002
23.10.2006 09:20:00.000 GMT+0530,1.26123,1.26139,1.26087,1.26103,0.0038355000000000012
23.10.2006 09:25:00.000 GMT+0530,1.26107,1.26160,1.26092,1.26116,0.004708599999999999
23.10.2006 17:30:00.000 GMT+0530,1.25548,1.25564,1.25530,1.25551,0.0035945999999999994
23.10.2006 17:35:00.000 GMT+0530,1.25544,1.25569,1.25527,1.25554,0.0038031000000000007
23.10.2006 17:40:00.000 GMT+0530,1.25555,1.25557,1.25516,1.25534,0.003923000000000002
23.10.2006 17:45:00.000 GMT+0530,1.25546,1.25560,1.25520,1.25542,0.003731800000000002
23.10.2006 17:50:00.000 GMT+0530,1.25535,1.25548,1.25513,1.25526,0.0026803000000000013
23.10.2006 17:55:00.000 GMT+0530,1.25523,1.25531,1.25485,1.25500,0.004749800000000001
23.10.2006 18:00:00.000 GMT+0530,1.25516,1.25534,1.25495,1.25519,0.004243700000000001
23.10.2006 18:05:00.000 GMT+0530,1.25535,1.25558,1.25509,1.25541,0.0038241
23.10.2006 18:10:00.000 GMT+0530,1.25542,1.25550,1.25465,1.25479,0.0039825
23.10.2006 18:15:00.000 GMT+0530,1.25467,1.25490,1.25367,1.25397,0.0028164
23.10.2006 18:20:00.000 GMT+0530,1.25403,1.25433,1.25388,1.25433,0.0044016
23.10.2006 18:25:00.000 GMT+0530,1.25435,1.25447,1.25401,1.25417,0.0037635000000000004
23.10.2006 19:30:00.000 GMT+0530,1.25438,1.25469,1.25403,1.25452,0.004688
23.10.2006 19:35:00.000 GMT+0530,1.25450,1.25474,1.25423,1.25455,0.0044715
23.10.2006 19:40:00.000 GMT+0530,1.25472,1.25507,1.25463,1.25485,0.004186100000000001
23.10.2006 19:45:00.000 GMT+0530,1.25472,1.25492,1.25437,1.25477,0.0034217999999999996
23.10.2006 19:50:00.000 GMT+0530,1.25472,1.25498,1.25448,1.25453,0.003917100000000001
23.10.2006 19:55:00.000 GMT+0530,1.25452,1.25457,1.25414,1.25445,0.004004700000000001
23.10.2006 20:00:00.000 GMT+0530,1.25439,1.25455,1.25420,1.25444,0.0045063
23.10.2006 20:05:00.000 GMT+0530,1.25432,1.25447,1.25406,1.25436,0.0034998
23.10.2006 20:10:00.000 GMT+0530,1.25434,1.25441,1.25404,1.25417,0.003586199999999999
23.10.2006 20:15:00.000 GMT+0530,1.25412,1.25429,1.25394,1.25409,0.003957900000000001
23.10.2006 20:20:00.000 GMT+0530,1.25417,1.25462,1.25367,1.25446,0.003925299999999999
23.10.2006 20:25:00.000 GMT+0530,1.25461,1.25501,1.25437,1.25494,0.003212100000000001
23.10.2006 22:30:00.000 GMT+0530,1.25425,1.25450,1.25378,1.25415,0.016068599999999995
23.10.2006 22:35:00.000 GMT+0530,1.25404,1.25436,1.25381,1.25414,0.026924699999999965
23.10.2006 22:40:00.000 GMT+0530,1.25416,1.25460,1.25404,1.25425,0.010235100000000002
23.10.2006 22:45:00.000 GMT+0530,1.25445,1.25460,1.25401,1.25417,0.018941999999999994
23.10.2006 22:50:00.000 GMT+0530,1.25421,1.25450,1.25386,1.25427,0.017798199999999993
23.10.2006 22:55:00.000 GMT+0530,1.25422,1.25456,1.25403,1.25435,0.013607799999999998
23.10.2006 23:00:00.000 GMT+0530,1.25450,1.25463,1.25425,1.25437,0.024425899999999976
23.10.2006 23:05:00.000 GMT+0530,1.25427,1.25459,1.25384,1.25395,0.01638229999999999
23.10.2006 23:10:00.000 GMT+0530,1.25413,1.25459,1.25376,1.25446,0.0132497
23.10.2006 23:15:00.000 GMT+0530,1.25443,1.25463,1.25399,1.25420,0.01331939999999999
23.10.2006 23:20:00.000 GMT+0530,1.25413,1.25451,1.25377,1.25402,0.008959800000000002
23.10.2006 23:25:00.000 GMT+0530,1.25401,1.25430,1.25368,1.25405,0.022971499999999978
23.10.2006 23:30:00.000 GMT+0530,1.25415,1.25421,1.25353,1.25387,0.010590000000000004
